"segmento","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Exploracao de Imoveis",20130903,25.36,15460,4785500,97220330
"Exploracao de Imoveis",20130904,25.23,16776,7535400,146728015
"Exploracao de Imoveis",20130905,25.28,16012,7911800,158156055
"Exploracao de Imoveis",20130906,25.87,25090,7257900,155265203
"Exploracao de Imoveis",20130909,26.42,25133,7817900,170222473
"Exploracao de Imoveis",20130910,26.85,22119,9174000,200080780
"Exploracao de Imoveis",20130911,26.33,15360,6545700,133319102
"Exploracao de Imoveis",20130912,26.47,14991,5689500,136704791
"Exploracao de Imoveis",20130913,26.65,18067,4744900,109821503
"Exploracao de Imoveis",20130916,27.49,22792,5225900,125511090
"Exploracao de Imoveis",20130917,27.17,16978,6040600,147505616
"Exploracao de Imoveis",20130918,27.76,19100,8902800,201856283
"Exploracao de Imoveis",20130919,28.56,25388,10163000,259634483
"Exploracao de Imoveis",20130920,28.10,14815,4153000,99704219
"Exploracao de Imoveis",20130923,27.62,13473,3556500,83454044
"Exploracao de Imoveis",20130924,28.61,17007,4082700,110284546
"Exploracao de Imoveis",20130925,28.11,14799,4493300,107258569
"Exploracao de Imoveis",20130926,28.40,15242,4076800,95042845
"Exploracao de Imoveis",20130927,28.40,11460,2653100,65764854
"Exploracao de Imoveis",20130930,28.45,18985,4892100,119587126
"Exploracao de Imoveis",20131001,28.13,14851,3660900,85285861
"Exploracao de Imoveis",20131002,28.44,15327,3841700,89783767
"Exploracao de Imoveis",20131003,27.89,14644,4973300,114922302
"Exploracao de Imoveis",20131004,27.88,10366,4408600,102828551
"Exploracao de Imoveis",20131007,28.09,14755,4481700,99288248
"Exploracao de Imoveis",20131008,28.70,11535,12775900,260629533
"Exploracao de Imoveis",20131009,28.13,18482,5673100,120534191
"Exploracao de Imoveis",20131010,28.13,17943,5043300,122894279
"Exploracao de Imoveis",20131011,28.01,15902,5095500,124248357
"Exploracao de Imoveis",20131014,27.71,18281,4833400,112923105
"Exploracao de Imoveis",20131015,28.16,22608,6585100,138766160
"Exploracao de Imoveis",20131016,28.43,27086,9256700,197328857
"Exploracao de Imoveis",20131017,28.98,21467,9361900,203781050
"Exploracao de Imoveis",20131018,28.98,17495,8644900,186846248
"Exploracao de Imoveis",20131021,29.34,12785,3182400,74781207
"Exploracao de Imoveis",20131022,29.60,16630,4692400,111846980
"Exploracao de Imoveis",20131023,29.31,13765,4204800,98091437
"Exploracao de Imoveis",20131024,28.77,13741,3539000,85986938
"Exploracao de Imoveis",20131025,28.50,9488,2316200,53560494
"Exploracao de Imoveis",20131028,28.66,10049,2318200,53860439
"Exploracao de Imoveis",20131029,27.90,13962,3159700,73537688
"Exploracao de Imoveis",20131030,28.76,12810,4284700,101704105
"Exploracao de Imoveis",20131031,28.50,16525,4806000,121551220
"Exploracao de Imoveis",20131101,27.44,21139,7367000,159874919
"Exploracao de Imoveis",20131104,27.84,16901,6035800,139643651
"Exploracao de Imoveis",20131105,27.28,25901,11213700,245093681
"Exploracao de Imoveis",20131106,26.98,35051,11311200,237933718
"Exploracao de Imoveis",20131107,26.69,22965,7327800,156718531
"Exploracao de Imoveis",20131108,26.52,19015,6480800,144280408
"Exploracao de Imoveis",20131111,26.74,14268,4981300,106781772
"Exploracao de Imoveis",20131112,26.47,20906,7380300,151768570
"Exploracao de Imoveis",20131113,26.56,17836,6919300,149946278
"Exploracao de Imoveis",20131114,27.58,21518,7350800,165602314
"Exploracao de Imoveis",20131118,27.28,14106,6436100,141401437
"Exploracao de Imoveis",20131119,27.24,22212,6056100,140448695
"Exploracao de Imoveis",20131121,27.31,28340,13050200,271025168
"Exploracao de Imoveis",20131122,26.79,16093,5620400,124786874
"Exploracao de Imoveis",20131125,26.51,17425,7893100,159460338
"Exploracao de Imoveis",20131126,26.71,14045,3951700,86112240
"Exploracao de Imoveis",20131127,26.49,16161,5874900,121833167
"Exploracao de Imoveis",20131128,26.88,13784,6295700,125392929
"Exploracao de Imoveis",20131129,27.37,9735,3751400,76347092
"Exploracao de Imoveis",20131202,26.38,14413,5452300,108927034
"Exploracao de Imoveis",20131203,25.67,25155,7920700,155030836
"Exploracao de Imoveis",20131204,25.69,14064,5488900,122874959
"Exploracao de Imoveis",20131205,25.78,25197,8647800,174994489
"Exploracao de Imoveis",20131206,25.58,19131,6705800,126522023
"Exploracao de Imoveis",20131209,26.00,18111,4987000,97363503
"Exploracao de Imoveis",20131210,25.64,17785,5686600,115907945
"Exploracao de Imoveis",20131211,25.60,18485,6326900,125364713
"Exploracao de Imoveis",20131212,25.73,19401,8819000,169152752
"Exploracao de Imoveis",20131213,25.61,13879,5431100,103590510
"Exploracao de Imoveis",20131216,25.25,14091,7307100,137693837
"Exploracao de Imoveis",20131217,25.35,15030,4362400,86143883
"Exploracao de Imoveis",20131218,25.46,18997,16747500,361225464
"Exploracao de Imoveis",20131219,25.75,14349,6754100,128475783
"Exploracao de Imoveis",20131220,25.66,10926,4912800,101863012
"Exploracao de Imoveis",20131223,25.20,14610,5224900,104611944
"Exploracao de Imoveis",20131226,25.86,11925,3371100,68709258
"Exploracao de Imoveis",20131227,25.12,19375,9088900,170860608
"Exploracao de Imoveis",20131230,25.30,13844,4450700,97439784
"Exploracao de Imoveis",20140102,25.48,20352,4289600,88005075
"Exploracao de Imoveis",20140103,25.55,18751,8514300,156188424
"Exploracao de Imoveis",20140106,24.87,17778,6292900,118562219
"Exploracao de Imoveis",20140107,24.81,15217,5948100,114836192
"Exploracao de Imoveis",20140108,25.09,13749,4730300,89504520
"Exploracao de Imoveis",20140109,24.86,24495,7641000,148808983
"Exploracao de Imoveis",20140110,24.75,19366,6776600,124642328
"Exploracao de Imoveis",20140113,24.91,16227,4131300,79138897
"Exploracao de Imoveis",20140114,25.09,13760,3405900,67337160
"Exploracao de Imoveis",20140115,24.72,10825,3108800,64758123
"Exploracao de Imoveis",20140116,25.22,10936,3971300,77379736
"Exploracao de Imoveis",20140117,24.37,10178,3534300,66903380
"Exploracao de Imoveis",20140120,25.04,6739,1735400,35644578
"Exploracao de Imoveis",20140121,24.60,12113,3636000,70913952
"Exploracao de Imoveis",20140122,24.58,12246,4286700,85443343
"Exploracao de Imoveis",20140123,24.61,13445,13268700,247646686
"Exploracao de Imoveis",20140124,24.24,12462,3617400,74560772
"Exploracao de Imoveis",20140127,23.83,15190,3874600,77847925
"Exploracao de Imoveis",20140128,23.80,13477,5281600,97542494
"Exploracao de Imoveis",20140129,23.47,17563,6236200,119309444
"Exploracao de Imoveis",20140130,23.44,18398,5725000,105575000
"Exploracao de Imoveis",20140131,22.96,21782,10943400,190049328
"Exploracao de Imoveis",20140203,22.53,15886,6669500,122167762
"Exploracao de Imoveis",20140204,22.65,24099,10577200,189756777
"Exploracao de Imoveis",20140205,23.04,18588,5689800,106138403
"Exploracao de Imoveis",20140206,22.85,16244,4842800,97840237
"Exploracao de Imoveis",20140207,23.11,14308,4205400,83529098
"Exploracao de Imoveis",20140210,23.30,14354,3772600,73724075
"Exploracao de Imoveis",20140211,23.46,20026,5782100,119198925
"Exploracao de Imoveis",20140212,23.29,17896,4609900,92130917
"Exploracao de Imoveis",20140213,23.08,27336,5868500,118140069
"Exploracao de Imoveis",20140214,23.32,18828,4488600,89614381
"Exploracao de Imoveis",20140217,23.52,11073,5202400,94335561
"Exploracao de Imoveis",20140218,22.85,15958,6938500,132376625
"Exploracao de Imoveis",20140219,23.00,18977,25122200,426997581
"Exploracao de Imoveis",20140220,23.23,21228,5573500,118971524
"Exploracao de Imoveis",20140221,23.79,14550,4591600,97032463
"Exploracao de Imoveis",20140224,23.88,12990,4714000,102238875
"Exploracao de Imoveis",20140225,23.71,14646,4767200,110387594
"Exploracao de Imoveis",20140226,23.79,15953,4947700,98231155
"Exploracao de Imoveis",20140227,24.26,24520,11948700,230086059
"Exploracao de Imoveis",20140228,24.14,21667,12174200,230010395
"Exploracao de Imoveis",20140305,24.85,12958,3757500,74671156
