DiadaSemana,Mes,Dia,Ano,Jornal,qtNoticias,qtComentarios,qtTweets,qtFacebook,qtLinkedIn,qtGooglePlus,qtTotalEngajamento,qtPos,qtNeg,qtNeu,classes
Mon,JUN,10,2013,G1,199,0,2112,5088,91,0,7291,133,27,39,Levemente Ruim
Mon,JUN,10,2013,FOLHASP,55,52,649,4092,32,0,4825,40,6,9,Levemente Ruim
Mon,JUN,10,2013,ESTADAO,42,0,637,70,11,158,876,27,7,8,Levemente Ruim
Tue,JUN,11,2013,G1,186,0,2011,5366,67,0,7444,106,35,45,Pessimo
Tue,JUN,11,2013,FOLHASP,51,61,333,1931,24,0,2349,32,7,12,Pessimo
Tue,JUN,11,2013,ESTADAO,47,0,163,372,0,10,545,30,8,9,Pessimo
Wed,JUN,12,2013,G1,210,0,2049,8862,48,0,10959,119,37,54,Ruim
Wed,JUN,12,2013,FOLHASP,45,71,356,1210,38,0,1675,24,9,12,Ruim
Wed,JUN,12,2013,ESTADAO,51,0,223,112,1,3,339,33,6,12,Ruim
Thu,JUN,13,2013,G1,184,0,2277,2139,45,0,4461,115,22,47,Otimo
Thu,JUN,13,2013,FOLHASP,44,78,528,7317,12,0,7935,33,3,8,Otimo
Thu,JUN,13,2013,ESTADAO,45,0,170,82,5,146,403,36,6,3,Otimo
Fri,JUN,14,2013,G1,173,0,2326,4278,58,0,6662,100,44,29,Pessimo
Fri,JUN,14,2013,FOLHASP,35,112,872,36308,73,0,37365,21,7,7,Pessimo
Fri,JUN,14,2013,ESTADAO,35,0,1017,250,2,79,1348,19,12,4,Pessimo
Mon,JUN,17,2013,G1,147,0,1968,2591,59,0,4618,81,24,42,Levemente Ruim
Mon,JUN,17,2013,FOLHASP,47,43,551,5213,49,0,5856,31,7,9,Levemente Ruim
Mon,JUN,17,2013,ESTADAO,48,0,225,83,2,39,349,33,6,9,Levemente Ruim
Tue,JUN,18,2013,G1,169,0,2247,2101,63,0,4411,105,21,43,Levemente Bom
Tue,JUN,18,2013,FOLHASP,43,40,569,1490,34,0,2133,30,4,9,Levemente Bom
Tue,JUN,18,2013,ESTADAO,42,0,141,188,2,7,338,32,5,5,Levemente Bom
Wed,JUN,19,2013,G1,174,0,1785,3156,27,0,4968,88,29,57,Pessimo
Wed,JUN,19,2013,FOLHASP,44,56,572,3249,52,0,3929,36,1,7,Pessimo
Wed,JUN,19,2013,ESTADAO,36,0,214,148,0,5,367,21,7,8,Pessimo
Thu,JUN,20,2013,G1,178,0,1898,2897,50,0,4845,76,43,59,Levemente Bom
Thu,JUN,20,2013,FOLHASP,49,51,552,1554,60,0,2217,30,11,8,Levemente Bom
Thu,JUN,20,2013,ESTADAO,41,0,82,241,8,2,333,25,8,8,Levemente Bom
Fri,JUN,21,2013,G1,141,0,2916,3398,39,0,6353,66,30,45,Pessimo
Fri,JUN,21,2013,FOLHASP,42,55,712,1657,28,0,2452,24,9,9,Pessimo
Fri,JUN,21,2013,ESTADAO,33,0,119,90,1,4,214,21,8,4,Pessimo
Mon,JUN,24,2013,G1,150,0,1696,1943,39,0,3678,77,33,40,Pessimo
Mon,JUN,24,2013,FOLHASP,49,104,462,3177,24,0,3767,28,10,11,Pessimo
Mon,JUN,24,2013,ESTADAO,43,0,648,201,0,20,869,21,15,7,Pessimo
Tue,JUN,25,2013,G1,200,0,2629,16254,55,0,18938,135,21,44,Otimo
Tue,JUN,25,2013,FOLHASP,44,49,684,2587,34,0,3354,35,5,4,Otimo
Tue,JUN,25,2013,ESTADAO,42,0,461,303,6,16,786,32,6,4,Otimo
Wed,JUN,26,2013,G1,155,0,1466,3099,55,0,4620,85,36,34,Levemente Bom
Wed,JUN,26,2013,FOLHASP,60,65,616,2728,35,0,3444,41,8,11,Levemente Bom
Wed,JUN,26,2013,ESTADAO,46,0,692,335,10,14,1051,29,9,8,Levemente Bom
Thu,JUN,27,2013,G1,189,0,1230,2967,75,0,4272,120,27,42,Levemente Bom
Thu,JUN,27,2013,FOLHASP,54,52,721,2766,22,0,3561,35,10,9,Levemente Bom
Thu,JUN,27,2013,ESTADAO,51,0,231,104,0,54,389,33,9,9,Levemente Bom
Fri,JUN,28,2013,G1,167,0,2303,23982,83,0,26368,93,35,39,Levemente Ruim
Fri,JUN,28,2013,FOLHASP,38,123,779,4615,47,0,5564,27,4,7,Levemente Ruim
Fri,JUN,28,2013,ESTADAO,50,0,779,314,1,99,1193,36,7,7,Levemente Ruim
Mon,JUL,1,2013,G1,165,0,1550,4181,69,0,5800,90,31,44,Levemente Ruim
Mon,JUL,1,2013,FOLHASP,60,64,526,2287,23,0,2900,43,3,14,Levemente Ruim
Mon,JUL,1,2013,ESTADAO,39,0,653,1060,1,0,1714,27,6,6,Levemente Ruim
Tue,JUL,2,2013,G1,153,0,2143,7012,84,0,9239,80,29,44,Pessimo
Tue,JUL,2,2013,FOLHASP,87,104,1569,3511,42,0,5226,46,26,15,Pessimo
Tue,JUL,2,2013,ESTADAO,38,0,198,220,2,38,458,27,7,4,Pessimo
Wed,JUL,3,2013,G1,157,0,1835,6259,80,0,8174,91,33,33,Levemente Ruim
Wed,JUL,3,2013,FOLHASP,99,276,1434,17007,22,0,18739,55,22,22,Levemente Ruim
Wed,JUL,3,2013,ESTADAO,37,0,227,157,6,7,397,22,12,3,Levemente Ruim
Thu,JUL,4,2013,G1,159,0,1583,9441,48,0,11072,107,18,34,Bom
Thu,JUL,4,2013,FOLHASP,95,163,1187,4680,21,0,6051,64,16,15,Bom
Thu,JUL,4,2013,ESTADAO,40,0,278,359,0,71,708,33,4,3,Bom
Fri,JUL,5,2013,G1,114,0,1479,4303,53,0,5835,72,9,33,Ruim
Fri,JUL,5,2013,FOLHASP,95,224,1381,3882,22,0,5509,68,16,11,Ruim
Fri,JUL,5,2013,ESTADAO,42,0,380,64,0,131,575,34,2,6,Ruim
Mon,JUL,8,2013,G1,180,0,1693,8053,63,0,9809,117,23,40,Levemente Ruim
Mon,JUL,8,2013,FOLHASP,90,78,748,2367,72,0,3265,64,7,19,Levemente Ruim
Mon,JUL,8,2013,ESTADAO,33,0,150,324,0,8,482,26,4,3,Levemente Ruim
Tue,JUL,9,2013,G1,152,0,1328,3500,51,0,4879,92,21,39,Levemente Bom
Tue,JUL,9,2013,FOLHASP,79,210,858,2791,39,0,3898,53,12,14,Levemente Bom
Tue,JUL,9,2013,ESTADAO,22,0,104,55,0,7,166,17,2,3,Levemente Bom
Wed,JUL,10,2013,G1,217,0,1913,10313,82,0,12308,127,40,50,Levemente Bom
Wed,JUL,10,2013,FOLHASP,91,74,908,3483,26,0,4491,60,20,11,Levemente Bom
Wed,JUL,10,2013,ESTADAO,36,0,119,158,1,1,279,27,4,5,Levemente Bom
Thu,JUL,11,2013,G1,172,0,1431,19810,55,0,21296,104,25,43,Otimo
Thu,JUL,11,2013,FOLHASP,71,98,819,1357,24,0,2298,50,13,8,Otimo
Thu,JUL,11,2013,ESTADAO,41,0,138,395,3,33,569,26,9,6,Otimo
Fri,JUL,12,2013,G1,148,0,1150,9412,46,0,10608,89,31,28,Pessimo
Fri,JUL,12,2013,FOLHASP,66,224,606,3169,12,0,4011,33,16,17,Pessimo
Fri,JUL,12,2013,ESTADAO,46,0,284,326,2,9,621,31,7,8,Pessimo
Mon,JUL,15,2013,G1,171,0,1125,1051,65,0,2241,110,12,49,Otimo
Mon,JUL,15,2013,FOLHASP,91,46,562,479,20,0,1107,61,14,16,Otimo
Mon,JUL,15,2013,ESTADAO,47,0,1005,137,5,197,1344,35,9,3,Otimo
Tue,JUL,16,2013,G1,181,0,1491,2306,65,0,3862,105,27,49,Levemente Bom
Tue,JUL,16,2013,FOLHASP,79,82,943,1188,26,0,2239,44,20,15,Levemente Bom
Tue,JUL,16,2013,ESTADAO,42,0,343,114,3,98,558,23,10,9,Levemente Bom
Wed,JUL,17,2013,G1,186,0,1527,17592,91,0,19210,113,38,35,Bom
Wed,JUL,17,2013,FOLHASP,80,105,1357,2939,22,0,4423,49,20,11,Bom
Wed,JUL,17,2013,ESTADAO,38,0,283,45,11,29,368,24,9,5,Bom
Thu,JUL,18,2013,G1,159,0,1460,8767,67,0,10294,99,16,44,Levemente Bom
Thu,JUL,18,2013,FOLHASP,81,79,752,1732,26,0,2589,50,12,19,Levemente Bom
Thu,JUL,18,2013,ESTADAO,34,0,246,97,0,55,398,24,3,7,Levemente Bom
Fri,JUL,19,2013,G1,142,0,933,2140,60,0,3133,76,24,42,Levemente Ruim
Fri,JUL,19,2013,FOLHASP,66,166,1051,1873,36,0,3126,40,4,22,Levemente Ruim
Fri,JUL,19,2013,ESTADAO,25,0,364,33,1,11,409,15,5,5,Levemente Ruim
Mon,JUL,22,2013,G1,167,0,1499,2645,60,0,4204,108,21,38,Otimo
Mon,JUL,22,2013,FOLHASP,81,86,787,1549,18,0,2440,59,5,17,Otimo
Mon,JUL,22,2013,ESTADAO,27,0,333,253,3,6,595,16,3,8,Otimo
Tue,JUL,23,2013,G1,188,0,1798,3545,68,0,5411,105,39,44,Levemente Bom
Tue,JUL,23,2013,FOLHASP,69,122,800,3255,20,0,4197,46,9,14,Levemente Bom
Tue,JUL,23,2013,ESTADAO,34,0,149,214,4,5,372,22,7,5,Levemente Bom
Wed,JUL,24,2013,G1,189,0,1594,6114,55,0,7763,128,27,34,Levemente Ruim
Wed,JUL,24,2013,FOLHASP,73,192,511,1317,26,0,2046,55,10,8,Levemente Ruim
Wed,JUL,24,2013,ESTADAO,36,0,782,155,12,130,1079,22,7,7,Levemente Ruim
Thu,JUL,25,2013,G1,181,0,2313,15625,101,0,18039,113,25,43,Bom
Thu,JUL,25,2013,FOLHASP,79,314,1004,8894,102,0,10314,50,11,18,Bom
Thu,JUL,25,2013,ESTADAO,41,0,338,136,15,100,589,22,10,9,Bom
Fri,JUL,26,2013,G1,129,0,1444,1656,56,0,3156,74,19,36,Levemente Bom
Fri,JUL,26,2013,FOLHASP,52,192,462,8989,16,0,9659,33,12,7,Levemente Bom
Fri,JUL,26,2013,ESTADAO,25,0,140,221,0,3,364,18,4,3,Levemente Bom
Mon,JUL,29,2013,G1,156,0,1986,5971,86,0,8043,95,22,39,Levemente Ruim
Mon,JUL,29,2013,FOLHASP,87,166,851,4463,60,0,5540,55,8,24,Levemente Ruim
Mon,JUL,29,2013,ESTADAO,30,0,467,265,0,71,803,23,2,5,Levemente Ruim
Tue,JUL,30,2013,G1,187,0,1529,9565,62,0,11156,118,29,40,Ruim
Tue,JUL,30,2013,FOLHASP,61,205,619,3935,19,0,4778,38,11,12,Ruim
Tue,JUL,30,2013,ESTADAO,54,0,1148,101,2,145,1396,33,13,8,Ruim
Wed,JUL,31,2013,G1,181,0,1113,1844,53,0,3010,127,21,33,Levemente Ruim
Wed,JUL,31,2013,FOLHASP,69,158,662,741,26,0,1587,42,14,13,Levemente Ruim
Wed,JUL,31,2013,ESTADAO,51,0,263,45,4,5,317,30,10,11,Levemente Ruim
Thu,AGO,1,2013,G1,210,0,1602,5815,204,0,7621,141,26,43,Bom
Thu,AGO,1,2013,FOLHASP,85,184,936,2757,85,0,3962,60,5,20,Bom
Thu,AGO,1,2013,ESTADAO,46,0,222,130,4,49,405,34,5,7,Bom
Fri,AGO,2,2013,G1,138,0,1380,8726,76,0,10182,86,25,27,Ruim
Fri,AGO,2,2013,FOLHASP,59,68,550,918,48,0,1584,48,6,5,Ruim
Fri,AGO,2,2013,ESTADAO,46,0,190,257,1,101,549,31,9,6,Ruim
Mon,AGO,5,2013,G1,185,0,1230,8236,52,0,9518,118,37,30,Levemente Ruim
Mon,AGO,5,2013,FOLHASP,83,188,914,3295,60,0,4457,62,11,10,Levemente Ruim
Mon,AGO,5,2013,ESTADAO,69,0,197,278,9,11,495,44,14,11,Levemente Ruim
Tue,AGO,6,2013,G1,180,0,2372,62773,52,0,65197,110,26,44,Pessimo
Tue,AGO,6,2013,FOLHASP,95,93,926,2371,31,0,3421,58,14,23,Pessimo
Tue,AGO,6,2013,ESTADAO,46,0,156,119,1,12,288,31,8,7,Pessimo
Wed,AGO,7,2013,G1,200,0,1329,4516,54,0,5899,112,36,52,Levemente Bom
Wed,AGO,7,2013,FOLHASP,87,408,562,1926,42,0,2938,55,16,16,Levemente Bom
Wed,AGO,7,2013,ESTADAO,55,0,121,211,3,77,412,37,8,10,Levemente Bom
Thu,AGO,8,2013,G1,215,0,1249,1649,60,0,2958,139,22,54,Otimo
Thu,AGO,8,2013,FOLHASP,76,82,872,832,42,0,1828,61,7,8,Otimo
Thu,AGO,8,2013,ESTADAO,60,0,172,200,1,23,396,44,6,10,Otimo
Fri,AGO,9,2013,G1,163,0,1419,10027,56,0,11502,105,23,35,Bom
Fri,AGO,9,2013,FOLHASP,79,118,444,1812,10,0,2384,53,20,6,Bom
Fri,AGO,9,2013,ESTADAO,61,0,102,57,1,8,168,37,11,13,Bom
Mon,AGO,12,2013,G1,173,0,1533,5212,52,0,6797,110,27,36,Levemente Bom
Mon,AGO,12,2013,FOLHASP,91,256,916,5581,96,0,6849,61,14,16,Levemente Bom
Mon,AGO,12,2013,ESTADAO,45,0,179,59,3,5,246,33,5,7,Levemente Bom
Tue,AGO,13,2013,G1,158,0,1456,8622,101,0,10179,101,15,42,Levemente Bom
Tue,AGO,13,2013,FOLHASP,90,566,1777,10668,60,0,13071,67,8,15,Levemente Bom
Tue,AGO,13,2013,ESTADAO,42,0,210,160,5,161,536,33,3,6,Levemente Bom
Wed,AGO,14,2013,G1,254,0,2135,5094,80,0,7309,162,46,46,Levemente Bom
Wed,AGO,14,2013,FOLHASP,73,120,852,1460,40,0,2472,54,8,11,Levemente Bom
Wed,AGO,14,2013,ESTADAO,49,0,202,479,5,4,690,35,8,6,Levemente Bom
Thu,AGO,15,2013,G1,190,0,2933,17797,87,0,20817,115,25,50,Levemente Bom
Thu,AGO,15,2013,FOLHASP,73,113,759,11302,38,0,12212,40,14,19,Levemente Bom
Thu,AGO,15,2013,ESTADAO,53,0,303,94,5,62,464,34,11,8,Levemente Bom
Fri,AGO,16,2013,G1,161,0,1976,9882,43,0,11901,92,34,35,Bom
Fri,AGO,16,2013,FOLHASP,69,352,1916,13059,66,0,15393,48,11,10,Bom
Fri,AGO,16,2013,ESTADAO,44,0,827,673,4,85,1589,33,7,4,Bom
Mon,AGO,19,2013,G1,171,0,2111,5095,67,0,7273,97,31,43,Levemente Bom
Mon,AGO,19,2013,FOLHASP,76,102,808,1658,54,0,2622,55,7,14,Levemente Bom
Mon,AGO,19,2013,ESTADAO,41,0,224,202,3,65,494,27,3,11,Levemente Bom
Tue,AGO,20,2013,G1,161,0,1714,10049,73,0,11836,102,18,41,Pessimo
Tue,AGO,20,2013,FOLHASP,89,240,1365,4993,98,0,6696,46,23,20,Pessimo
Tue,AGO,20,2013,ESTADAO,39,0,331,162,0,5,498,32,3,4,Pessimo
Wed,AGO,21,2013,G1,199,0,2396,5446,109,0,7951,125,30,44,Levemente Ruim
Wed,AGO,21,2013,FOLHASP,71,138,1210,1834,28,0,3210,46,19,6,Levemente Ruim
Wed,AGO,21,2013,ESTADAO,55,0,398,135,0,8,541,31,12,12,Levemente Ruim
Thu,AGO,22,2013,G1,183,0,2034,7666,64,0,9764,113,25,45,Bom
Thu,AGO,22,2013,FOLHASP,84,357,1058,8398,30,0,9843,58,15,11,Bom
Thu,AGO,22,2013,ESTADAO,43,0,636,78,4,203,921,31,8,4,Bom
Fri,AGO,23,2013,G1,168,0,1554,3760,53,0,5367,106,22,40,Bom
Fri,AGO,23,2013,FOLHASP,78,160,1177,2474,62,0,3873,52,3,23,Bom
Fri,AGO,23,2013,ESTADAO,50,0,283,65,4,15,367,38,7,5,Bom
Mon,AGO,26,2013,G1,206,0,1873,4086,80,0,6039,116,40,50,Ruim
Mon,AGO,26,2013,FOLHASP,89,92,530,1372,86,0,2080,65,11,13,Ruim
Mon,AGO,26,2013,ESTADAO,51,0,254,160,5,8,427,36,8,7,Ruim
Tue,AGO,27,2013,G1,212,0,2280,2139,75,0,4494,106,50,56,Pessimo
Tue,AGO,27,2013,FOLHASP,60,113,695,1206,50,0,2064,39,13,8,Pessimo
Tue,AGO,27,2013,ESTADAO,52,0,231,55,1,3,290,36,9,7,Pessimo
Wed,AGO,28,2013,G1,213,0,2775,9733,74,0,12582,122,55,36,Levemente Ruim
Wed,AGO,28,2013,FOLHASP,107,249,1605,6230,62,0,8146,64,31,12,Levemente Ruim
Wed,AGO,28,2013,ESTADAO,57,0,1229,308,9,260,1806,40,14,3,Levemente Ruim
Thu,AGO,29,2013,G1,116,0,2367,6216,75,0,8658,79,13,24,Levemente Bom
Thu,AGO,29,2013,FOLHASP,86,164,693,2326,52,0,3235,58,16,12,Levemente Bom
Thu,AGO,29,2013,ESTADAO,65,0,270,110,3,73,456,44,8,13,Levemente Bom
Fri,AGO,30,2013,G1,167,0,3328,7057,104,0,10489,101,36,30,Levemente Bom
Fri,AGO,30,2013,FOLHASP,86,199,1458,2154,30,0,3841,58,18,10,Levemente Bom
Fri,AGO,30,2013,ESTADAO,59,0,445,276,0,91,812,36,13,10,Levemente Bom
Mon,SET,2,2013,G1,194,0,2567,6189,133,0,8889,122,34,38,Otimo
Mon,SET,2,2013,FOLHASP,75,132,1071,1493,84,0,2780,56,9,10,Otimo
Mon,SET,2,2013,ESTADAO,36,0,135,182,2,43,362,26,8,2,Otimo
Tue,SET,3,2013,G1,76,0,2097,4957,92,0,7146,52,11,13,Levemente Ruim
Tue,SET,3,2013,FOLHASP,78,301,1320,3206,94,0,4921,59,9,10,Levemente Ruim
Tue,SET,3,2013,ESTADAO,53,0,635,175,2,65,877,43,6,4,Levemente Ruim
Wed,SET,4,2013,G1,173,0,1778,2031,59,0,3868,94,43,36,Levemente Bom
Wed,SET,4,2013,FOLHASP,62,94,624,5550,38,0,6306,39,10,13,Levemente Bom
Wed,SET,4,2013,ESTADAO,47,0,201,215,2,48,466,32,8,7,Levemente Bom
Thu,SET,5,2013,G1,198,0,1426,2126,59,0,3611,129,30,39,Bom
Thu,SET,5,2013,FOLHASP,70,86,909,1320,110,0,2425,53,4,13,Bom
Thu,SET,5,2013,ESTADAO,58,0,272,161,5,7,445,47,9,2,Bom
Fri,SET,6,2013,G1,174,0,1573,4415,49,0,6037,113,24,37,Otimo
Fri,SET,6,2013,FOLHASP,74,163,1480,3047,58,0,4748,52,9,13,Otimo
Fri,SET,6,2013,ESTADAO,46,0,167,51,0,75,293,26,9,11,Otimo
Mon,SET,9,2013,G1,164,0,2266,4629,99,0,6994,127,10,27,Levemente Bom
Mon,SET,9,2013,FOLHASP,80,58,1688,6859,106,0,8711,64,4,12,Levemente Bom
Mon,SET,9,2013,ESTADAO,59,0,262,192,2,5,461,45,5,9,Levemente Bom
Tue,SET,10,2013,G1,184,0,1663,2675,47,0,4385,130,15,39,Levemente Ruim
Tue,SET,10,2013,FOLHASP,74,217,809,3894,94,0,5014,50,6,18,Levemente Ruim
Tue,SET,10,2013,ESTADAO,58,0,249,120,4,74,447,41,8,9,Levemente Ruim
Wed,SET,11,2013,G1,182,0,1849,5367,59,0,7275,112,25,45,Levemente Ruim
Wed,SET,11,2013,FOLHASP,70,132,683,1095,36,0,1946,44,9,17,Levemente Ruim
Wed,SET,11,2013,ESTADAO,46,0,460,173,0,47,680,29,7,10,Levemente Ruim
Thu,SET,12,2013,G1,210,0,2012,5921,65,0,7998,150,20,40,Levemente Ruim
Thu,SET,12,2013,FOLHASP,86,90,1657,3850,74,0,5671,71,11,4,Levemente Ruim
Thu,SET,12,2013,ESTADAO,66,0,178,74,0,2,254,46,9,11,Levemente Ruim
Fri,SET,13,2013,G1,150,0,1388,1884,40,0,3312,94,18,38,Levemente Bom
Fri,SET,13,2013,FOLHASP,46,116,1300,2027,34,0,3477,32,8,6,Levemente Bom
Fri,SET,13,2013,ESTADAO,56,0,379,66,7,84,536,45,5,6,Levemente Bom
Mon,SET,16,2013,G1,166,0,2035,7572,97,0,9704,103,24,39,Levemente Bom
Mon,SET,16,2013,FOLHASP,73,190,1067,2020,54,0,3331,53,7,13,Levemente Bom
Mon,SET,16,2013,ESTADAO,42,0,745,180,5,159,1089,30,6,6,Levemente Bom
Tue,SET,17,2013,G1,178,0,1786,2410,119,0,4315,125,20,33,Levemente Bom
Tue,SET,17,2013,FOLHASP,67,446,1552,8114,68,0,10180,57,10,0,Levemente Bom
Tue,SET,17,2013,ESTADAO,45,0,182,919,1,45,1147,31,8,6,Levemente Bom
Wed,SET,18,2013,G1,233,0,1836,5161,74,0,7071,155,30,48,Otimo
Wed,SET,18,2013,FOLHASP,88,176,764,1742,28,0,2710,58,8,22,Otimo
Wed,SET,18,2013,ESTADAO,58,0,386,259,1,4,650,35,7,16,Otimo
Thu,SET,19,2013,G1,213,0,2428,5666,99,0,8193,135,21,57,Ruim
Thu,SET,19,2013,FOLHASP,59,640,826,3186,66,0,4718,45,6,8,Ruim
Thu,SET,19,2013,ESTADAO,57,0,298,90,0,67,455,46,3,8,Ruim
Fri,SET,20,2013,G1,166,0,2217,31536,61,0,33814,102,26,38,Ruim
Fri,SET,20,2013,FOLHASP,77,320,670,1807,24,0,2821,29,22,26,Ruim
Fri,SET,20,2013,ESTADAO,44,0,236,84,0,5,325,33,4,7,Ruim
Mon,SET,23,2013,G1,185,0,1435,1976,65,0,3476,112,26,47,Levemente Bom
Mon,SET,23,2013,FOLHASP,82,202,1048,3290,72,0,4612,52,14,16,Levemente Bom
Mon,SET,23,2013,ESTADAO,42,0,789,2294,4,183,3270,29,9,4,Levemente Bom
Tue,SET,24,2013,G1,186,0,1849,3849,86,0,5784,114,25,47,Levemente Ruim
Tue,SET,24,2013,FOLHASP,50,146,876,1507,32,0,2561,27,14,9,Levemente Ruim
Tue,SET,24,2013,ESTADAO,38,0,210,112,4,28,354,29,5,4,Levemente Ruim
Wed,SET,25,2013,G1,194,0,2058,3847,70,0,5975,103,38,53,Levemente Ruim
Wed,SET,25,2013,FOLHASP,68,192,781,3673,80,0,4726,43,13,12,Levemente Ruim
Wed,SET,25,2013,ESTADAO,40,0,161,234,1,5,401,27,9,4,Levemente Ruim
Thu,SET,26,2013,G1,175,0,1841,18150,77,0,20068,105,25,45,Levemente Ruim
Thu,SET,26,2013,FOLHASP,60,586,1127,12007,44,0,13764,35,8,17,Levemente Ruim
Thu,SET,26,2013,ESTADAO,37,0,153,61,8,74,296,22,11,4,Levemente Ruim
Fri,SET,27,2013,G1,162,0,1952,3216,46,0,5214,91,24,47,Levemente Ruim
Fri,SET,27,2013,FOLHASP,63,88,1259,3781,2,0,5130,44,12,7,Levemente Ruim
Fri,SET,27,2013,ESTADAO,38,0,399,83,4,194,680,24,8,6,Levemente Ruim
Mon,SET,30,2013,G1,216,0,2677,10951,146,0,13774,121,41,54,Pessimo
Mon,SET,30,2013,FOLHASP,76,282,534,4679,122,0,5617,44,15,17,Pessimo
Mon,SET,30,2013,ESTADAO,38,0,253,165,3,11,432,26,5,7,Pessimo
Tue,OUT,1,2013,G1,220,0,2558,7304,97,0,9959,129,39,52,Bom
Tue,OUT,1,2013,FOLHASP,54,216,166,2095,22,0,2499,32,15,7,Bom
Tue,OUT,1,2013,ESTADAO,45,0,200,177,9,20,406,28,9,8,Bom
Wed,OUT,2,2013,G1,200,0,2348,11417,88,0,13853,118,41,41,Levemente Ruim
Wed,OUT,2,2013,FOLHASP,70,190,269,2254,40,0,2753,48,10,12,Levemente Ruim
Wed,OUT,2,2013,ESTADAO,62,0,248,135,4,37,424,40,11,11,Levemente Ruim
Thu,OUT,3,2013,G1,182,0,1958,2823,60,0,4841,109,35,38,Ruim
Thu,OUT,3,2013,FOLHASP,80,268,346,2812,36,0,3462,48,18,14,Ruim
Thu,OUT,3,2013,ESTADAO,44,0,137,80,0,27,244,29,9,6,Ruim
Fri,OUT,4,2013,G1,155,0,2071,4685,47,0,6803,94,25,36,Levemente Bom
Fri,OUT,4,2013,FOLHASP,56,174,235,3305,56,0,3770,42,10,4,Levemente Bom
Fri,OUT,4,2013,ESTADAO,37,0,237,160,0,6,403,23,6,8,Levemente Bom
Mon,OUT,7,2013,G1,195,0,2483,6998,75,0,9556,106,42,47,Levemente Ruim
Mon,OUT,7,2013,FOLHASP,72,310,736,12760,60,0,13866,56,4,12,Levemente Ruim
Mon,OUT,7,2013,ESTADAO,14,0,83,48,5,8,144,8,2,4,Levemente Ruim
Tue,OUT,8,2013,G1,210,0,1893,4613,47,0,6553,122,40,48,Levemente Ruim
Tue,OUT,8,2013,FOLHASP,76,210,206,1582,26,0,2024,45,16,15,Levemente Ruim
Tue,OUT,8,2013,ESTADAO,84,0,735,73,7,11,826,52,16,16,Levemente Ruim
Wed,OUT,9,2013,G1,202,0,2081,3370,61,0,5512,131,30,41,Levemente Bom
Wed,OUT,9,2013,FOLHASP,77,314,389,5762,44,0,6509,54,9,14,Levemente Bom
Wed,OUT,9,2013,ESTADAO,77,0,168,128,3,92,391,54,9,14,Levemente Bom
Thu,OUT,10,2013,G1,197,0,1545,2393,80,0,4018,120,28,49,Levemente Bom
Thu,OUT,10,2013,FOLHASP,65,116,324,2214,24,0,2678,42,11,12,Levemente Bom
Thu,OUT,10,2013,ESTADAO,54,0,300,157,2,57,516,36,11,7,Levemente Bom
Fri,OUT,11,2013,G1,182,0,2243,9221,54,0,11518,121,23,38,Levemente Bom
Fri,OUT,11,2013,FOLHASP,71,358,566,14082,40,0,15046,46,12,13,Levemente Bom
Fri,OUT,11,2013,ESTADAO,56,0,598,80,0,82,760,38,12,6,Levemente Bom
Mon,OUT,14,2013,G1,179,0,2529,5200,80,0,7809,127,21,31,Bom
Mon,OUT,14,2013,FOLHASP,86,142,187,1253,29,0,1611,59,11,16,Bom
Mon,OUT,14,2013,ESTADAO,57,0,393,87,10,296,786,41,5,11,Bom
Tue,OUT,15,2013,G1,188,0,1877,2919,57,0,4853,112,31,45,Bom
Tue,OUT,15,2013,FOLHASP,51,100,454,7996,58,0,8608,29,14,8,Bom
Tue,OUT,15,2013,ESTADAO,45,0,352,454,30,10,846,34,4,7,Bom
Wed,OUT,16,2013,G1,243,0,2519,5684,74,0,8277,156,34,53,Bom
Wed,OUT,16,2013,FOLHASP,89,177,303,2445,22,0,2947,51,28,10,Bom
Wed,OUT,16,2013,ESTADAO,55,0,487,235,14,89,825,35,11,9,Bom
Thu,OUT,17,2013,G1,199,0,4463,26688,80,0,31231,121,30,48,Ruim
Thu,OUT,17,2013,FOLHASP,69,235,325,6586,14,0,7160,48,13,8,Ruim
Thu,OUT,17,2013,ESTADAO,51,0,209,373,0,3,585,32,12,7,Ruim
Fri,OUT,18,2013,G1,154,0,1477,2549,62,0,4088,94,29,31,Levemente Bom
Fri,OUT,18,2013,FOLHASP,76,204,424,8568,83,0,9279,56,8,12,Levemente Bom
Fri,OUT,18,2013,ESTADAO,45,0,416,146,3,112,677,34,7,4,Levemente Bom
Mon,OUT,21,2013,G1,203,0,3750,22407,96,0,26253,134,27,42,Bom
Mon,OUT,21,2013,FOLHASP,104,590,564,3495,30,0,4679,74,12,18,Bom
Mon,OUT,21,2013,ESTADAO,55,0,317,309,16,10,652,44,5,6,Bom
Tue,OUT,22,2013,G1,75,0,1940,5571,78,0,7589,47,11,17,Levemente Bom
Tue,OUT,22,2013,FOLHASP,79,492,610,4085,48,0,5235,56,12,11,Levemente Bom
Tue,OUT,22,2013,ESTADAO,51,0,494,1196,16,91,1797,41,6,4,Levemente Bom
Wed,OUT,23,2013,G1,69,0,1607,2458,67,0,4132,39,11,19,Ruim
Wed,OUT,23,2013,FOLHASP,72,362,714,14316,100,0,15492,46,10,16,Ruim
Wed,OUT,23,2013,ESTADAO,40,0,302,209,5,47,563,22,11,7,Ruim
Thu,OUT,24,2013,G1,61,0,1853,1564,82,0,3499,40,8,13,Ruim
